"year","zone","indicator","measure","value"
"2008-2009","S01002319","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",28
"2008-2009","S01002319","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",28
"2008-2009","S01002319","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",24
"2008-2009","S01002319","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",28
"2008-2009","S01002319","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",21
"2008-2009","S01002319","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",21
"2008-2009","S01002319","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",11
"2008-2009","S01002319","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",49
"2008-2009","S01002319","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",60
"2008-2009","S01002319","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",69
"2008-2009","S01002319","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",76
"2008-2009","S01002319","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",85
"2008-2009","S01002319","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",43
"2008-2009","S01002319","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",58
"2008-2009","S01002319","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",70
"2008-2009","S01002319","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",76
"2008-2009","S01002319","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",85
"2008-2009","S01002319","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",33
"2008-2009","S01002319","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",15
"2008-2009","S01002319","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",328
"2008-2009","S01002319","Estimated Median Gross Total Household Income Per Week","Median",386
"2008-2009","S01002319","Estimated Median Net Total Household Income Per Week","Median",291
"2008-2009","S01002319","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",342
"2008-2009","S01002319","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",324
"2008-2009","S01002319","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",343
"2008-2009","S01002319","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",463
"2008-2009","S01002319","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",307
"2008-2009","S01002320","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",11
"2008-2009","S01002320","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",11
"2008-2009","S01002320","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",13
"2008-2009","S01002320","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",12
"2008-2009","S01002320","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",14
"2008-2009","S01002320","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",10
"2008-2009","S01002320","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",11
"2008-2009","S01002320","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002320","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",19
"2008-2009","S01002320","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",29
"2008-2009","S01002320","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",40
"2008-2009","S01002320","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",47
"2008-2009","S01002320","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",62
"2008-2009","S01002320","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",18
"2008-2009","S01002320","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",29
"2008-2009","S01002320","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",38
"2008-2009","S01002320","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",47
"2008-2009","S01002320","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",63
"2008-2009","S01002320","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",9
"2008-2009","S01002320","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",4
"2008-2009","S01002320","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",588
"2008-2009","S01002320","Estimated Median Gross Total Household Income Per Week","Median",585
"2008-2009","S01002320","Estimated Median Net Total Household Income Per Week","Median",471
"2008-2009","S01002320","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",521
"2008-2009","S01002320","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",422
"2008-2009","S01002320","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",548
"2008-2009","S01002320","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",585
"2008-2009","S01002320","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",471
"2008-2009","S01002321","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",33
"2008-2009","S01002321","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",33
"2008-2009","S01002321","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",40
"2008-2009","S01002321","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",32
"2008-2009","S01002321","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",27
"2008-2009","S01002321","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",25
"2008-2009","S01002321","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",27
"2008-2009","S01002321","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",14
"2008-2009","S01002321","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",73
"2008-2009","S01002321","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",84
"2008-2009","S01002321","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",88
"2008-2009","S01002321","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",90
"2008-2009","S01002321","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",90
"2008-2009","S01002321","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",58
"2008-2009","S01002321","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",75
"2008-2009","S01002321","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",87
"2008-2009","S01002321","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",89
"2008-2009","S01002321","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",95
"2008-2009","S01002321","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",47
"2008-2009","S01002321","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",18
"2008-2009","S01002321","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",217
"2008-2009","S01002321","Estimated Median Gross Total Household Income Per Week","Median",311
"2008-2009","S01002321","Estimated Median Net Total Household Income Per Week","Median",236
"2008-2009","S01002321","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",290
"2008-2009","S01002321","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",307
"2008-2009","S01002321","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",325
"2008-2009","S01002321","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",389
"2008-2009","S01002321","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",250
"2008-2009","S01002322","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",13
"2008-2009","S01002322","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",13
"2008-2009","S01002322","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",18
"2008-2009","S01002322","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",15
"2008-2009","S01002322","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",16
"2008-2009","S01002322","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",11
"2008-2009","S01002322","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",13
"2008-2009","S01002322","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",2
"2008-2009","S01002322","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",29
"2008-2009","S01002322","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",41
"2008-2009","S01002322","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",51
"2008-2009","S01002322","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",57
"2008-2009","S01002322","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",70
"2008-2009","S01002322","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",27
"2008-2009","S01002322","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",39
"2008-2009","S01002322","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",51
"2008-2009","S01002322","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",58
"2008-2009","S01002322","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",73
"2008-2009","S01002322","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",17
"2008-2009","S01002322","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01002322","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",470
"2008-2009","S01002322","Estimated Median Gross Total Household Income Per Week","Median",496
